date,actual_return,pred_return,residual,abs_error,actual_abs
2022-11-07 05:00:00,0.14839813881674857,-0.035718,-0.18411614024201484,0.18411614024201484,0.14839813881674857
2022-11-08 05:00:00,0.21306519523315082,-0.033767313,-0.24683250799827228,0.24683250799827228,0.21306519523315082
2022-11-09 05:00:00,0.2007405482217619,-0.03744357,-0.23818411901443692,0.23818411901443692,0.2007405482217619
2022-11-10 05:00:00,0.1399336521231609,-0.03464914,-0.17458279325599246,0.17458279325599246,0.1399336521231609
2022-11-11 05:00:00,0.10824134057738988,-0.055299424,-0.16354076421239583,0.16354076421239583,0.10824134057738988
2022-11-14 05:00:00,0.09343530337378425,-0.06466317,-0.15809847514197273,0.15809847514197273,0.09343530337378425
2022-11-15 05:00:00,0.025523065270495415,-0.062377878,-0.08790094280393124,0.08790094280393124,0.025523065270495415
2022-11-16 05:00:00,0.031225474425392363,-0.02226749,-0.05349296505077383,0.05349296505077383,0.031225474425392363
2022-11-17 05:00:00,-0.0009824205030346533,0.0049527474,0.005935167877807679,0.005935167877807679,0.0009824205030346533
2022-11-18 05:00:00,-0.037777524386173766,0.015548728,0.05332625279260306,0.05332625279260306,0.037777524386173766
2022-11-21 05:00:00,-0.007534816154341151,0.009202916,0.01673773232946818,0.01673773232946818,0.007534816154341151
2022-11-22 05:00:00,0.00531642089854234,0.024528123,0.019211702539815967,0.019211702539815967,0.00531642089854234
2022-11-23 05:00:00,0.008624518553014049,0.008415125,-0.00020939324259305891,0.00020939324259305891,0.008624518553014049
2022-11-25 05:00:00,0.001227801615285351,0.012488354,0.011260552382183597,0.011260552382183597,0.001227801615285351
2022-11-28 05:00:00,0.029845468272773346,0.00020292774,-0.02964254053434523,0.02964254053434523,0.029845468272773346
2022-11-29 05:00:00,0.0028947734852078355,0.008665301,0.005770527420496663,0.005770527420496663,0.0028947734852078355
2022-11-30 05:00:00,-0.04611844842174673,8.7779015e-05,0.046206227437049385,0.046206227437049385,0.04611844842174673
2022-12-01 05:00:00,-0.023000771575214074,-0.0063897446,0.01661102699542205,0.01661102699542205,0.023000771575214074
2022-12-02 05:00:00,-0.009988141614323709,-0.003403984,0.006584157604104135,0.006584157604104135,0.009988141614323709
2022-12-05 05:00:00,-0.014686930526242037,-0.0032337308,0.01145319973324277,0.01145319973324277,0.014686930526242037
2022-12-06 05:00:00,0.011870172570487725,-0.008836977,-0.020707149754306542,0.020707149754306542,0.011870172570487725
2022-12-07 05:00:00,0.009795474460121412,0.0015923381,-0.008203136374946851,0.008203136374946851,0.009795474460121412
2022-12-08 05:00:00,-0.03462877223459415,-0.002807729,0.0318210432883852,0.0318210432883852,0.03462877223459415
2022-12-09 05:00:00,-0.05028972309665658,-0.023785636,0.026504087267684717,0.026504087267684717,0.05028972309665658
2022-12-12 05:00:00,-0.04968730810187516,-0.025902309,0.023784999578220223,0.023784999578220223,0.04968730810187516
2022-12-13 05:00:00,-0.05700859088697374,-0.024274401,0.03273418952026308,0.03273418952026308,0.05700859088697374
2022-12-14 05:00:00,-0.03100259428580543,-0.020908497,0.010094097011883463,0.010094097011883463,0.03100259428580543
2022-12-15 05:00:00,-0.030481595355813518,-0.012161776,0.018319818932359233,0.018319818932359233,0.030481595355813518
2022-12-16 05:00:00,-0.018652612665250423,0.003663987,0.022316599586560848,0.022316599586560848,0.018652612665250423
2022-12-19 05:00:00,-0.02366801940511909,0.0015124828,0.02518050216745582,0.02518050216745582,0.02366801940511909
2022-12-20 05:00:00,-0.034439806936310546,0.00046251714,0.034902324078606384,0.034902324078606384,0.034439806936310546
2022-12-21 05:00:00,-0.014888686402680484,-0.010042854,0.004845832749249546,0.004845832749249546,0.014888686402680484
2022-12-22 05:00:00,-0.010549700894959102,-0.031984285,-0.02143458362519013,0.02143458362519013,0.010549700894959102
2022-12-23 05:00:00,-0.01154993786669678,-0.014910549,-0.0033606110587030003,0.0033606110587030003,0.01154993786669678
2022-12-27 05:00:00,0.026555096921235588,-0.021439463,-0.04799455982139733,0.04799455982139733,0.026555096921235588
2022-12-28 05:00:00,0.03589334096344565,-0.020844258,-0.05673759933146094,0.05673759933146094,0.03589334096344565
2022-12-29 05:00:00,0.026872575044309954,-0.010953493,-0.03782606846061931,0.03782606846061931,0.026872575044309954
2022-12-30 05:00:00,0.07522918315920801,-0.02316387,-0.09839305313620539,0.09839305313620539,0.07522918315920801
2023-01-03 05:00:00,0.09330640692140779,-0.02104678,-0.11435318697120866,0.11435318697120866,0.09330640692140779
2023-01-04 05:00:00,0.0690976093147535,-0.02289313,-0.09199074009401986,0.09199074009401986,0.0690976093147535
2023-01-05 05:00:00,0.13873385987412945,-0.03034725,-0.16908111027610317,0.16908111027610317,0.13873385987412945
2023-01-06 05:00:00,0.10600069961365932,-0.029924273,-0.13592497310456508,0.13592497310456508,0.10600069961365932
2023-01-09 05:00:00,0.10263001373893132,-0.028203376,-0.1308333893764626,0.1308333893764626,0.10263001373893132
2023-01-10 05:00:00,0.09612652676274536,-0.011923648,-0.10805017517974136,0.10805017517974136,0.09612652676274536
2023-01-11 05:00:00,0.07783909610341944,-0.025004119,-0.10284321478437342,0.10284321478437342,0.07783909610341944
2023-01-12 05:00:00,0.045280872820647744,-0.018794402,-0.06407527530077317,0.06407527530077317,0.045280872820647744
2023-01-13 05:00:00,0.09719354889499421,0.008042369,-0.08915117985712762,0.08915117985712762,0.09719354889499421
2023-01-17 05:00:00,0.060710444019216325,-0.016776875,-0.07748731868066194,0.07748731868066194,0.060710444019216325
2023-01-18 05:00:00,0.032331868607187175,-0.009393595,-0.04172546376624098,0.04172546376624098,0.032331868607187175
2023-01-19 05:00:00,0.05555462311263959,-0.009780712,-0.06533533553834836,0.06533533553834836,0.05555462311263959
2023-01-20 05:00:00,0.024631095306498096,-0.006852463,-0.031483558194262073,0.031483558194262073,0.024631095306498096
2023-01-23 05:00:00,-0.026803864163435165,-0.014749937,0.012053927403963272,0.012053927403963272,0.026803864163435165
2023-01-24 05:00:00,-0.019542443608639992,-0.013935395,0.005607049023507393,0.005607049023507393,0.019542443608639992
2023-01-25 05:00:00,0.024900940545508732,-0.010158278,-0.035059218593547214,0.035059218593547214,0.024900940545508732
2023-01-26 05:00:00,0.033669683150180596,-0.002918262,-0.03658794518483521,0.03658794518483521,0.033669683150180596
2023-01-27 05:00:00,0.014471394120292302,-0.008614056,-0.02308544993265116,0.02308544993265116,0.014471394120292302
2023-01-30 05:00:00,-0.014057319500807353,-0.00974831,0.004309009650114604,0.004309009650114604,0.014057319500807353
2023-01-31 05:00:00,0.019436841005207484,-0.008421317,-0.027858157748104517,0.027858157748104517,0.019436841005207484
2023-02-01 05:00:00,-0.00486708050917084,-0.00027804822,0.00458903229187424,0.00458903229187424,0.00486708050917084
2023-02-02 05:00:00,0.00041374212562406143,-0.0030561462,-0.0034698883300956496,0.0034698883300956496,0.00041374212562406143
2023-02-03 05:00:00,0.007472437873955684,-0.019500226,-0.026972663656350093,0.026972663656350093,0.007472437873955684
2023-02-06 05:00:00,0.04555441389755632,-0.010723114,-0.0562775279112282,0.0562775279112282,0.04555441389755632
2023-02-07 05:00:00,0.0354303526998887,-0.0055147633,-0.04094511599553918,0.04094511599553918,0.0354303526998887
2023-02-08 05:00:00,-0.01625356079117779,-0.012800515,0.0034530460931492257,0.0034530460931492257,0.01625356079117779
2023-02-09 05:00:00,-0.06263045764437258,-0.017760403,0.04487005419006884,0.04487005419006884,0.06263045764437258
2023-02-10 05:00:00,-0.05684395741048043,-0.017529108,0.03931484978022759,0.03931484978022759,0.05684395741048043
2023-02-13 05:00:00,-0.09225574296015182,-0.019602947,0.07265279602306762,0.07265279602306762,0.09225574296015182
2023-02-14 05:00:00,-0.12060708303368095,-0.04166176,0.07894532133257393,0.07894532133257393,0.12060708303368095
2023-02-15 05:00:00,-0.029317341286481557,-0.037132747,-0.007815406184850993,0.007815406184850993,0.029317341286481557
2023-02-16 05:00:00,-0.030293257099809345,0.008676663,0.03896992014092415,0.03896992014092415,0.030293257099809345
2023-02-17 05:00:00,-0.0315696680438986,0.008431014,0.04000068171744253,0.04000068171744253,0.0315696680438986
2023-02-21 05:00:00,-0.00652529015030634,0.0034817606,0.010007050771377202,0.010007050771377202,0.00652529015030634
2023-02-22 05:00:00,0.018145907519088844,0.017457075,-0.0006888321020470656,0.0006888321020470656,0.018145907519088844
2023-02-23 05:00:00,-0.011724814206163003,0.0066628605,0.018387674718896463,0.018387674718896463,0.011724814206163003
2023-02-24 05:00:00,0.018887411595597037,-0.007748075,-0.026635486425175436,0.026635486425175436,0.018887411595597037
2023-02-27 05:00:00,0.025781657240995237,-0.01578223,-0.04156388684333212,0.04156388684333212,0.025781657240995237
2023-02-28 05:00:00,0.02023730011626057,-0.014301375,-0.034538674670894665,0.034538674670894665,0.02023730011626057
2023-03-01 05:00:00,0.026891548322200087,-0.029178962,-0.05607051043367317,0.05607051043367317,0.026891548322200087
2023-03-02 05:00:00,-0.0016864304329393676,-0.03506408,-0.03337764843449609,0.03337764843449609,0.0016864304329393676
2023-03-03 05:00:00,-0.02869596058363122,-0.034868427,-0.006172466037329016,0.006172466037329016,0.02869596058363122
2023-03-06 05:00:00,-0.020754218187097884,-0.036590904,-0.01583668581032338,0.01583668581032338,0.020754218187097884
2023-03-07 05:00:00,0.004940039061376744,-0.039256245,-0.04419628395921915,0.04419628395921915,0.004940039061376744
2023-03-08 05:00:00,-0.04653573714139547,-0.046390988,0.000144749208713435,0.000144749208713435,0.04653573714139547
2023-03-09 05:00:00,0.009906739078983762,-0.051333874,-0.061240613543018796,0.061240613543018796,0.009906739078983762
2023-03-10 05:00:00,0.030317945630080168,-0.038694635,-0.06901258066368765,0.06901258066368765,0.030317945630080168
2023-03-13 04:00:00,0.031068377995330465,-0.02782534,-0.05889371862395443,0.05889371862395443,0.031068377995330465
2023-03-14 04:00:00,0.04051116495281182,-0.023638703,-0.06414986788183175,0.06414986788183175,0.04051116495281182
2023-03-15 04:00:00,0.07124345294707801,-0.025223672,-0.09646712533706214,0.09646712533706214,0.07124345294707801
2023-03-16 04:00:00,0.05755020827769641,-0.020675004,-0.07822521180629138,0.07822521180629138,0.05755020827769641
2023-03-17 04:00:00,0.03643543132290361,-0.030897498,-0.06733292945370195,0.06733292945370195,0.03643543132290361
2023-03-20 04:00:00,0.006862399125293628,-0.031840153,-0.03870255216379537,0.03870255216379537,0.006862399125293628
2023-03-21 04:00:00,-0.018439257058966874,-0.042092904,-0.023653647389542343,0.023653647389542343,0.018439257058966874
2023-03-22 04:00:00,0.001510402147353318,-0.049056962,-0.050567364279807236,0.050567364279807236,0.001510402147353318
2023-03-23 04:00:00,-0.022667454251596553,-0.04639741,-0.023729956081560033,0.023729956081560033,0.022667454251596553
2023-03-24 04:00:00,0.002475645775006363,-0.054402955,-0.056878600651429245,0.056878600651429245,0.002475645775006363
2023-03-27 04:00:00,0.023761153501655308,-0.04920151,-0.07296266434827015,0.07296266434827015,0.023761153501655308
2023-03-28 04:00:00,0.014865258850046636,-0.035421297,-0.050286555804201605,0.050286555804201605,0.014865258850046636
2023-03-29 04:00:00,-0.027986199767892295,-0.0436543,-0.015668100504572458,0.015668100504572458,0.027986199767892295
2023-03-30 04:00:00,-0.024411542372831718,-0.046520405,-0.022108862144818886,0.022108862144818886,0.024411542372831718
2023-03-31 04:00:00,-0.04395324277527379,-0.038542718,0.005410525080037587,0.005410525080037587,0.04395324277527379
2023-04-03 04:00:00,-0.03954820792456104,-0.037557393,0.001990814612106817,0.001990814612106817,0.03954820792456104
2023-04-04 04:00:00,-0.05922193524160502,-0.03900644,0.020215493410016272,0.020215493410016272,0.05922193524160502
2023-04-05 04:00:00,-0.035546816535354075,-0.03364154,0.0019052770212892867,0.0019052770212892867,0.035546816535354075
2023-04-06 04:00:00,-0.03426849335461579,-0.0270527,0.007215792835054025,0.007215792835054025,0.03426849335461579
2023-04-10 04:00:00,-0.011637985832384956,-0.030059539,-0.018421552949257958,0.018421552949257958,0.011637985832384956
2023-04-11 04:00:00,-0.012403000747341686,-0.017655201,-0.005252200508933491,0.005252200508933491,0.012403000747341686
2023-04-12 04:00:00,0.004135587077350067,-0.028676905,-0.03281249181529944,0.03281249181529944,0.004135587077350067
2023-04-13 04:00:00,0.025407126222346754,-0.025983192,-0.0513903182489619,0.0513903182489619,0.025407126222346754
2023-04-14 04:00:00,-0.02120941281367994,-0.038627394,-0.017417980730040306,0.017417980730040306,0.02120941281367994
2023-04-17 04:00:00,-0.03881618862272784,-0.04325793,-0.0044417407619805616,0.0044417407619805616,0.03881618862272784
2023-04-18 04:00:00,-0.06867685308887239,-0.042708643,0.0259682103080916,0.0259682103080916,0.06867685308887239
2023-04-19 04:00:00,-0.05878489685138355,-0.04084833,0.017936567188106878,0.017936567188106878,0.05878489685138355
2023-04-20 04:00:00,-0.06500917106560422,-0.042420074,0.022589096721922886,0.022589096721922886,0.06500917106560422
2023-04-21 04:00:00,-0.012612915174601724,-0.04330454,-0.030691625042321036,0.030691625042321036,0.012612915174601724
2023-04-24 04:00:00,-0.007828218091431971,-0.03924518,-0.031416962694224004,0.031416962694224004,0.007828218091431971
2023-04-25 04:00:00,0.008109044234899443,-0.052225247,-0.06033429126038925,0.06033429126038925,0.008109044234899443
2023-04-26 04:00:00,0.005456247590536201,-0.052415825,-0.05787207301711472,0.05787207301711472,0.005456247590536201
2023-04-27 04:00:00,-0.002153734392464912,-0.06509988,-0.06294614570683166,0.06294614570683166,0.002153734392464912
2023-04-28 04:00:00,0.00791636649643479,-0.085026376,-0.09294274244581757,0.09294274244581757,0.00791636649643479
2023-05-01 04:00:00,0.01840532803821393,-0.0885757,-0.10698102647352048,0.10698102647352048,0.01840532803821393
2023-05-02 04:00:00,0.024998176873328504,-0.09278608,-0.11778425800860148,0.11778425800860148,0.024998176873328504
2023-05-03 04:00:00,0.026254585868557,-0.08107219,-0.10732677478237918,0.10732677478237918,0.026254585868557
2023-05-04 04:00:00,-0.0007188490720899665,-0.07714144,-0.07642259233272952,0.07642259233272952,0.0007188490720899665
2023-05-05 04:00:00,-0.018290372975878988,-0.072806604,-0.054516231230683054,0.054516231230683054,0.018290372975878988
2023-05-08 04:00:00,0.0014019396988524946,-0.07655766,-0.07795959831158061,0.07795959831158061,0.0014019396988524946
2023-05-09 04:00:00,0.009594289047782922,-0.074714355,-0.0843086442185097,0.0843086442185097,0.009594289047782922
2023-05-10 04:00:00,0.06806569135770424,-0.0670828,-0.1351484913288079,0.1351484913288079,0.06806569135770424
2023-05-11 04:00:00,0.1048211529031331,-0.052639365,-0.15746051809936112,0.15746051809936112,0.1048211529031331
2023-05-12 04:00:00,0.10406517024452278,-0.03461264,-0.13867781098301002,0.13867781098301002,0.10406517024452278
2023-05-15 04:00:00,0.0683542758888196,-0.023283392,-0.09163766807975282,0.09163766807975282,0.0683542758888196
2023-05-16 04:00:00,0.05173559115117854,-0.007953964,-0.05968955532497233,0.05968955532497233,0.05173559115117854
2023-05-17 04:00:00,-0.008286907447873304,0.005422324,0.013709231390057752,0.013709231390057752,0.008286907447873304
2023-05-18 04:00:00,0.0857962991702026,0.030285353,-0.055510946329182964,0.055510946329182964,0.0857962991702026
2023-05-19 04:00:00,0.10869263932907725,0.0059795007,-0.10271313861811304,0.10271313861811304,0.10869263932907725
2023-05-22 04:00:00,0.10603637746409689,-0.007761255,-0.11379763237075124,0.11379763237075124,0.10603637746409689
2023-05-23 04:00:00,0.0862830690330112,-0.010931812,-0.0972148812597835,0.0972148812597835,0.0862830690330112
2023-05-24 04:00:00,0.09224947713898324,-0.013641201,-0.1058906780986657,0.1058906780986657,0.09224947713898324
2023-05-25 04:00:00,-0.020111684231514104,-0.01348158,0.006630104510540136,0.006630104510540136,0.020111684231514104
2023-05-26 04:00:00,-0.051288027969980554,0.035686,0.08697402915158303,0.08697402915158303,0.051288027969980554
2023-05-30 04:00:00,-0.02140805431266468,-0.03003572,-0.008627664962809867,0.008627664962809867,0.02140805431266468
2023-05-31 04:00:00,0.017096378084816344,-0.026539393,-0.043635770854153044,0.043635770854153044,0.017096378084816344
2023-06-01 04:00:00,0.011067545989183358,-0.012800507,-0.023868053236631326,0.023868053236631326,0.011067545989183358
2023-06-02 04:00:00,0.03827163829515534,-0.018038042,-0.05630968018482285,0.05630968018482285,0.03827163829515534
2023-06-05 04:00:00,0.08791178362873264,-0.018991001,-0.1069027845790691,0.1069027845790691,0.08791178362873264
2023-06-06 04:00:00,0.06758924468523375,-0.00929568,-0.07688492431408278,0.07688492431408278,0.06758924468523375
2023-06-07 04:00:00,0.06858717601226338,-0.006255813,-0.0748429889552451,0.0748429889552451,0.06858717601226338
2023-06-08 04:00:00,0.05528275361117796,-0.011009268,-0.06629202207383589,0.06629202207383589,0.05528275361117796
2023-06-09 04:00:00,0.021251071429868595,-0.014670141,-0.035921212471147435,0.035921212471147435,0.021251071429868595
2023-06-12 04:00:00,-0.02501126074995863,-0.017816477,0.00719478422608244,0.00719478422608244,0.02501126074995863
2023-06-13 04:00:00,-0.04534111054955847,-0.01944939,0.025891720078576874,0.025891720078576874,0.04534111054955847
2023-06-14 04:00:00,-0.036483349723012815,-0.02248782,0.013995530528219113,0.013995530528219113,0.036483349723012815
2023-06-15 04:00:00,-0.03158307727513776,-0.021643542,0.009939535521845677,0.009939535521845677,0.03158307727513776
2023-06-16 04:00:00,-0.04358728531434686,-0.029766507,0.013820777867580958,0.013820777867580958,0.04358728531434686
2023-06-20 04:00:00,-0.018441746145802185,-0.034877196,-0.01643544980852063,0.01643544980852063,0.018441746145802185
2023-06-21 04:00:00,-0.00710901705875866,-0.041186832,-0.03407781483277805,0.03407781483277805,0.00710901705875866
2023-06-22 04:00:00,-0.02444049605054044,-0.037347905,-0.012907409287270077,0.012907409287270077,0.02444049605054044
